county_name,county_id,1a,1a1c,1a_2c,1a3c,2a1w,2a1w1c,2a1w2c,2a1w3c,2a,2a1c,2a2c,2a3c
"Dare County, North Carolina",37055,"$23,393","$47,692","$56,424","$71,768","$36,290","$45,253","$50,715","$57,233","$36,290","$52,272","$62,114","$73,011"
"Davidson County, North Carolina",37057,"$20,845","$43,511","$52,242","$65,813","$33,700","$41,071","$46,534","$51,278","$33,700","$48,090","$57,933","$67,056"
"Davie County, North Carolina",37059,"$21,802","$44,299","$53,031","$67,404","$34,545","$41,860","$47,323","$52,869","$34,545","$48,879","$58,721","$68,647"
"Duplin County, North Carolina",37061,"$21,211","$43,511","$52,242","$64,490","$33,700","$41,071","$46,534","$49,954","$33,700","$48,090","$57,933","$65,732"
"Durham County, North Carolina",37063,"$22,225","$46,411","$55,143","$68,629","$36,586","$43,971","$49,434","$54,093","$36,586","$50,991","$60,833","$69,871"
"Edgecombe County, North Carolina",37065,"$21,746","$44,018","$52,749","$66,249","$34,249","$41,578","$47,041","$51,714","$34,249","$48,597","$58,440","$67,492"
"Forsyth County, North Carolina",37067,"$21,802","$44,299","$53,031","$67,404","$34,545","$41,860","$47,323","$52,869","$34,545","$48,879","$58,721","$68,647"
"Franklin County, North Carolina",37069,"$22,830","$46,594","$55,326","$68,924","$36,741","$44,154","$49,617","$54,389","$36,741","$51,174","$61,016","$70,167"
"Gaston County, North Carolina",37071,"$22,886","$45,989","$54,720","$68,755","$36,234","$43,549","$49,012","$54,220","$36,234","$50,568","$60,411","$69,998"
"Gates County, North Carolina",37073,"$21,267","$43,511","$52,242","$65,250","$33,756","$41,071","$46,534","$50,715","$33,756","$48,090","$57,933","$66,493"
"Graham County, North Carolina",37075,"$20,718","$43,511","$52,242","$66,545","$33,207","$41,071","$46,534","$52,010","$33,207","$48,090","$57,933","$67,788"
"Granville County, North Carolina",37077,"$22,450","$44,848","$53,580","$66,165","$35,235","$42,409","$47,872","$51,630","$35,235","$49,428","$59,270","$67,408"
"Greene County, North Carolina",37079,"$20,718","$43,511","$52,242","$64,588","$33,207","$41,071","$46,534","$50,053","$33,207","$48,090","$57,933","$65,831"
"Guilford County, North Carolina",37081,"$21,478","$44,525","$53,256","$66,897","$34,995","$42,085","$47,548","$52,362","$34,995","$49,104","$58,946","$68,140"
"Halifax County, North Carolina",37083,"$20,662","$43,511","$52,242","$65,010","$33,996","$41,071","$46,534","$50,475","$33,996","$48,090","$57,933","$66,253"
"Harnett County, North Carolina",37085,"$21,450","$44,525","$53,256","$66,601","$33,953","$42,085","$47,548","$52,066","$33,953","$49,104","$58,946","$67,844"
"Haywood County, North Carolina",37087,"$21,394","$43,962","$52,693","$66,390","$33,883","$41,522","$46,985","$51,855","$33,883","$48,541","$58,383","$67,633"
"Henderson County, North Carolina",37089,"$20,155","$44,665","$53,397","$66,306","$35,108","$42,226","$47,689","$51,770","$35,108","$49,245","$59,087","$67,549"
"Hertford County, North Carolina",37091,"$21,380","$43,511","$52,242","$64,490","$34,136","$41,071","$46,534","$49,954","$34,136","$48,090","$57,933","$65,732"
"Hoke County, North Carolina",37093,"$21,380","$43,877","$52,608","$66,306","$33,869","$41,437","$46,900","$51,770","$33,869","$48,456","$58,299","$67,549"
"Hyde County, North Carolina",37095,"$23,069","$45,792","$54,523","$67,333","$35,572","$43,352","$48,815","$52,798","$35,572","$50,371","$60,214","$68,576"
"Iredell County, North Carolina",37097,"$22,929","$45,440","$54,171","$67,460","$35,770","$43,000","$48,463","$52,925","$35,770","$50,019","$59,862","$68,703"
"Jackson County, North Carolina",37099,"$21,521","$44,060","$52,791","$65,672","$34,024","$41,620","$47,083","$51,137","$34,024","$48,640","$58,482","$66,915"
"Johnston County, North Carolina",37101,"$22,830","$46,594","$55,326","$68,924","$36,741","$44,154","$49,617","$54,389","$36,741","$51,174","$61,016","$70,167"
"Jones County, North Carolina",37103,"$21,915","$44,173","$52,904","$65,940","$34,700","$41,733","$47,196","$51,404","$34,700","$48,752","$58,595","$67,182"
"Lee County, North Carolina",37105,"$22,450","$44,834","$53,566","$66,137","$35,263","$42,395","$47,858","$51,601","$35,263","$49,414","$59,256","$67,380"
"Lenoir County, North Carolina",37107,"$19,578","$43,694","$52,425","$64,729","$33,587","$41,254","$46,717","$50,194","$33,587","$48,273","$58,116","$65,972"
"Lincoln County, North Carolina",37109,"$21,380","$43,511","$52,242","$65,545","$34,136","$41,071","$46,534","$51,010","$34,136","$48,090","$57,933","$66,788"
"McDowell County, North Carolina",37111,"$20,718","$43,511","$52,242","$64,518","$33,207","$41,071","$46,534","$49,982","$33,207","$48,090","$57,933","$65,761"
"Macon County, North Carolina",37113,"$21,493","$44,581","$53,312","$65,827","$33,996","$42,141","$47,604","$51,292","$33,996","$49,160","$59,003","$67,070"
"Madison County, North Carolina",37115,"$20,155","$44,665","$53,397","$66,306","$35,108","$42,226","$47,689","$51,770","$35,108","$49,245","$59,087","$67,549"
"Martin County, North Carolina",37117,"$21,380","$43,511","$52,242","$64,490","$34,136","$41,071","$46,534","$49,954","$34,136","$48,090","$57,933","$65,732"
"Mecklenburg County, North Carolina",37119,"$22,886","$45,989","$54,720","$68,755","$36,234","$43,549","$49,012","$54,220","$36,234","$50,568","$60,411","$69,998"
"Mitchell County, North Carolina",37121,"$20,718","$43,511","$52,242","$64,856","$33,207","$41,071","$46,534","$50,320","$33,207","$48,090","$57,933","$66,098"
"Montgomery County, North Carolina",37123,"$21,169","$43,511","$52,242","$65,081","$33,658","$41,071","$46,534","$50,546","$33,658","$48,090","$57,933","$66,324"
"Moore County, North Carolina",37125,"$21,408","$43,553","$52,285","$66,531","$34,066","$41,114","$46,576","$51,996","$34,066","$48,133","$57,975","$67,774"
"Nash County, North Carolina",37127,"$21,746","$44,018","$52,749","$66,249","$34,249","$41,578","$47,041","$51,714","$34,249","$48,597","$58,440","$67,492"
"New Hanover County, North Carolina",37129,"$22,816","$46,059","$54,791","$68,502","$35,882","$43,619","$49,082","$53,967","$35,882","$50,639","$60,481","$69,745"
"Northampton County, North Carolina",37131,"$20,803","$43,511","$52,242","$65,292","$33,292","$41,071","$46,534","$50,757","$33,292","$48,090","$57,933","$66,535"
"Onslow County, North Carolina",37133,"$22,745","$45,200","$53,932","$68,319","$35,249","$42,761","$48,224","$53,784","$35,249","$49,780","$59,622","$69,562"
"Orange County, North Carolina",37135,"$22,225","$46,411","$55,143","$68,629","$36,586","$43,971","$49,434","$54,093","$36,586","$50,991","$60,833","$69,871"
"Pamlico County, North Carolina",37137,"$20,718","$43,511","$52,242","$66,123","$33,207","$41,071","$46,534","$51,587","$33,207","$48,090","$57,933","$67,365"
"Pasquotank County, North Carolina",37139,"$22,365","$44,975","$53,707","$67,333","$34,869","$42,535","$47,998","$52,798","$34,869","$49,555","$59,397","$68,576"
"Pender County, North Carolina",37141,"$20,943","$43,821","$52,552","$66,996","$33,433","$41,381","$46,844","$52,460","$33,433","$48,400","$58,243","$68,238"
"Perquimans County, North Carolina",37143,"$22,577","$45,003","$53,735","$68,741","$35,404","$42,564","$48,027","$54,206","$35,404","$49,583","$59,425","$69,984"
"Person County, North Carolina",37145,"$20,620","$44,046","$52,777","$65,165","$33,602","$41,606","$47,069","$50,630","$33,602","$48,625","$58,468","$66,408"
"Pitt County, North Carolina",37147,"$21,563","$44,201","$52,932","$66,404","$34,052","$41,761","$47,224","$51,869","$34,052","$48,780","$58,623","$67,647"
"Polk County, North Carolina",37149,"$20,929","$43,581","$52,313","$64,588","$33,418","$41,142","$46,605","$50,053","$33,418","$48,161","$58,003","$65,831"
"Randolph County, North Carolina",37151,"$21,478","$44,525","$53,256","$66,897","$34,995","$42,085","$47,548","$52,362","$34,995","$49,104","$58,946","$68,140"
"Richmond County, North Carolina",37153,"$21,380","$43,511","$52,242","$65,208","$34,136","$41,071","$46,534","$50,672","$34,136","$48,090","$57,933","$66,450"
"Robeson County, North Carolina",37155,"$20,972","$43,511","$52,242","$64,701","$33,461","$41,071","$46,534","$50,165","$33,461","$48,090","$57,933","$65,944"
"Rockingham County, North Carolina",37157,"$21,183","$43,511","$52,242","$64,490","$33,672","$41,071","$46,534","$49,954","$33,672","$48,090","$57,933","$65,732"
"Rowan County, North Carolina",37159,"$21,324","$43,905","$52,637","$65,785","$33,813","$41,465","$46,928","$51,249","$33,813","$48,485","$58,327","$67,028"
"Rutherford County, North Carolina",37161,"$21,380","$43,511","$52,242","$66,038","$34,136","$41,071","$46,534","$51,503","$34,136","$48,090","$57,933","$67,281"
"Sampson County, North Carolina",37163,"$19,465","$43,511","$52,242","$65,433","$33,799","$41,071","$46,534","$50,898","$33,799","$48,090","$57,933","$66,676"
"Scotland County, North Carolina",37165,"$20,760","$43,581","$52,313","$64,884","$33,264","$41,142","$46,605","$50,348","$33,264","$48,161","$58,003","$66,127"
"Stanly County, North Carolina",37167,"$19,465","$43,511","$52,242","$65,714","$33,376","$41,071","$46,534","$51,179","$33,376","$48,090","$57,933","$66,957"
"Stokes County, North Carolina",37169,"$21,802","$44,299","$53,031","$67,404","$34,545","$41,860","$47,323","$52,869","$34,545","$48,879","$58,721","$68,647"
"Surry County, North Carolina",37171,"$21,380","$43,511","$52,242","$66,545","$34,136","$41,071","$46,534","$52,010","$34,136","$48,090","$57,933","$67,788"
"Swain County, North Carolina",37173,"$21,647","$44,792","$53,524","$66,094","$34,151","$42,352","$47,815","$51,559","$34,151","$49,372","$59,214","$67,337"
"Transylvania County, North Carolina",37175,"$21,042","$43,652","$52,383","$65,461","$33,545","$41,212","$46,675","$50,926","$33,545","$48,231","$58,074","$66,704"
"Tyrrell County, North Carolina",37177,"$21,380","$43,511","$52,242","$64,813","$34,136","$41,071","$46,534","$50,278","$34,136","$48,090","$57,933","$66,056"
"Union County, North Carolina",37179,"$22,886","$45,989","$54,720","$68,755","$36,234","$43,549","$49,012","$54,220","$36,234","$50,568","$60,411","$69,998"
"Vance County, North Carolina",37181,"$19,676","$43,863","$52,594","$64,926","$33,461","$41,423","$46,886","$50,391","$33,461","$48,442","$58,285","$66,169"
"Wake County, North Carolina",37183,"$22,830","$46,594","$55,326","$68,924","$36,741","$44,154","$49,617","$54,389","$36,741","$51,174","$61,016","$70,167"
"Warren County, North Carolina",37185,"$19,705","$43,511","$52,242","$66,545","$33,390","$41,071","$46,534","$52,010","$33,390","$48,090","$57,933","$67,788"
"Washington County, North Carolina",37187,"$21,267","$43,511","$52,242","$66,179","$33,756","$41,071","$46,534","$51,644","$33,756","$48,090","$57,933","$67,422"
"Watauga County, North Carolina",37189,"$20,887","$45,904","$54,636","$69,262","$35,404","$43,465","$48,928","$54,727","$35,404","$50,484","$60,326","$70,505"
"Wayne County, North Carolina",37191,"$21,028","$44,271","$53,003","$66,010","$33,770","$41,832","$47,294","$51,475","$33,770","$48,851","$58,693","$67,253"
"Wilkes County, North Carolina",37193,"$20,859","$43,511","$52,242","$64,490","$34,136","$41,071","$46,534","$49,954","$34,136","$48,090","$57,933","$65,732"
"Wilson County, North Carolina",37195,"$21,366","$45,848","$54,579","$68,361","$34,939","$43,408","$48,871","$53,826","$34,939","$50,427","$60,270","$69,604"
"Yadkin County, North Carolina",37197,"$21,802","$44,299","$53,031","$67,404","$34,545","$41,860","$47,323","$52,869","$34,545","$48,879","$58,721","$68,647"
"Yancey County, North Carolina",37199,"$20,859","$43,511","$52,242","$64,602","$33,348","$41,071","$46,534","$50,067","$33,348","$48,090","$57,933","$65,845"
"Adams County, North Dakota",38001,"$20,102","$41,073","$50,089","$64,412","$32,030","$38,090","$43,280","$48,626","$32,030","$45,470","$55,502","$65,691"
"Barnes County, North Dakota",38003,"$20,346","$41,493","$50,508","$62,964","$32,260","$38,510","$43,700","$47,179","$32,260","$45,889","$55,922","$64,243"
"Benson County, North Dakota",38005,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Billings County, North Dakota",38007,"$20,197","$41,181","$50,197","$62,572","$32,111","$38,199","$43,389","$46,786","$32,111","$45,578","$55,610","$63,851"
"Bottineau County, North Dakota",38009,"$19,588","$41,073","$50,089","$62,437","$31,502","$38,090","$43,280","$46,651","$31,502","$45,470","$55,502","$63,716"
"Bowman County, North Dakota",38011,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Burke County, North Dakota",38013,"$19,899","$41,073","$50,089","$62,856","$31,813","$38,090","$43,280","$47,070","$31,813","$45,470","$55,502","$64,135"
"Burleigh County, North Dakota",38015,"$19,980","$41,980","$50,995","$65,210","$32,747","$38,997","$44,187","$49,424","$32,747","$46,376","$56,409","$66,489"
"Cass County, North Dakota",38017,"$19,169","$41,709","$50,725","$65,345","$32,287","$38,726","$43,916","$49,560","$32,287","$46,105","$56,138","$66,624"
"Cavalier County, North Dakota",38019,"$19,588","$41,073","$50,089","$63,708","$31,502","$38,090","$43,280","$47,923","$31,502","$45,470","$55,502","$64,987"
"Dickey County, North Dakota",38021,"$20,224","$41,073","$50,089","$63,221","$32,395","$38,090","$43,280","$47,436","$32,395","$45,470","$55,502","$64,500"
"Divide County, North Dakota",38023,"$20,102","$41,073","$50,089","$63,708","$32,030","$38,090","$43,280","$47,923","$32,030","$45,470","$55,502","$64,987"
"Dunn County, North Dakota",38025,"$19,886","$41,073","$50,089","$64,412","$31,800","$38,090","$43,280","$48,626","$31,800","$45,470","$55,502","$65,691"
"Eddy County, North Dakota",38027,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Emmons County, North Dakota",38029,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Foster County, North Dakota",38031,"$19,953","$41,073","$50,089","$64,385","$31,868","$38,090","$43,280","$48,599","$31,868","$45,470","$55,502","$65,664"
"Golden Valley County, North Dakota",38033,"$20,224","$41,073","$50,089","$63,708","$32,395","$38,090","$43,280","$47,923","$32,395","$45,470","$55,502","$64,987"
"Grand Forks County, North Dakota",38035,"$19,263","$42,264","$51,279","$64,980","$32,449","$39,281","$44,471","$49,194","$32,449","$46,660","$56,693","$66,259"
"Grant County, North Dakota",38037,"$19,588","$41,073","$50,089","$63,708","$31,502","$38,090","$43,280","$47,923","$31,502","$45,470","$55,502","$64,987"
"Griggs County, North Dakota",38039,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Hettinger County, North Dakota",38041,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Kidder County, North Dakota",38043,"$19,683","$41,073","$50,089","$64,168","$31,597","$38,090","$43,280","$48,383","$31,597","$45,470","$55,502","$65,447"
"LaMoure County, North Dakota",38045,"$19,588","$41,073","$50,089","$64,412","$31,502","$38,090","$43,280","$48,626","$31,502","$45,470","$55,502","$65,691"
"Logan County, North Dakota",38047,"$20,102","$41,073","$50,089","$63,708","$32,030","$38,090","$43,280","$47,923","$32,030","$45,470","$55,502","$64,987"
"McHenry County, North Dakota",38049,"$19,980","$41,073","$50,089","$63,018","$31,895","$38,090","$43,280","$47,233","$31,895","$45,470","$55,502","$64,297"
"McIntosh County, North Dakota",38051,"$20,995","$42,994","$52,010","$64,831","$32,923","$40,011","$45,201","$49,046","$32,923","$47,391","$57,423","$66,110"
"McKenzie County, North Dakota",38053,"$19,588","$41,073","$50,089","$64,412","$31,502","$38,090","$43,280","$48,626","$31,502","$45,470","$55,502","$65,691"
"McLean County, North Dakota",38055,"$20,143","$41,073","$50,089","$63,451","$32,071","$38,090","$43,280","$47,666","$32,071","$45,470","$55,502","$64,730"
"Mercer County, North Dakota",38057,"$20,224","$41,073","$50,089","$64,412","$32,395","$38,090","$43,280","$48,626","$32,395","$45,470","$55,502","$65,691"
"Morton County, North Dakota",38059,"$19,980","$41,980","$50,995","$65,210","$32,747","$38,997","$44,187","$49,424","$32,747","$46,376","$56,409","$66,489"
"Mountrail County, North Dakota",38061,"$24,932","$46,918","$55,933","$69,715","$37,333","$43,935","$49,125","$53,929","$37,333","$51,314","$61,347","$70,994"
"Nelson County, North Dakota",38063,"$20,224","$41,073","$50,089","$63,708","$32,395","$38,090","$43,280","$47,923","$32,395","$45,470","$55,502","$64,987"
"Oliver County, North Dakota",38065,"$20,102","$41,073","$50,089","$63,708","$32,030","$38,090","$43,280","$47,923","$32,030","$45,470","$55,502","$64,987"
"Pembina County, North Dakota",38067,"$20,224","$41,073","$50,089","$62,437","$32,395","$38,090","$43,280","$46,651","$32,395","$45,470","$55,502","$63,716"
